2026/08/12 15:41:49.452, 448.25 W, 2077 MHz, 59
2026/08/12 15:41:49.952, 448.54 W, 2077 MHz, 59
2026/08/12 15:41:50.452, 447.94 W, 2085 MHz, 58
2026/08/12 15:41:50.952, 448.00 W, 2085 MHz, 59
2026/08/12 15:41:51.452, 448.82 W, 2077 MHz, 59
2026/08/12 15:41:51.952, 449.08 W, 2085 MHz, 59
2026/08/12 15:41:52.452, 448.73 W, 2085 MHz, 59
2026/08/12 15:41:52.953, 448.97 W, 2085 MHz, 59
2026/08/12 15:41:53.453, 449.48 W, 2085 MHz, 59
2026/08/12 15:41:53.953, 448.37 W, 2085 MHz, 59
2026/08/12 15:41:54.453, 448.13 W, 2077 MHz, 59
2026/08/12 15:41:54.953, 449.36 W, 2077 MHz, 59
2026/08/12 15:41:55.453, 449.52 W, 2085 MHz, 59
2026/08/12 15:41:55.954, 449.87 W, 2077 MHz, 59
2026/08/12 15:41:56.454, 449.95 W, 2085 MHz, 60
2026/08/12 15:41:56.954, 448.41 W, 2085 MHz, 59
2026/08/12 15:41:57.454, 448.07 W, 2085 MHz, 60
2026/08/12 15:41:57.954, 449.66 W, 2085 MHz, 60
2026/08/12 15:41:58.454, 449.86 W, 2077 MHz, 60
2026/08/12 15:41:58.955, 449.86 W, 2077 MHz, 60
2026/08/12 15:41:59.455, 450.02 W, 2077 MHz, 60
2026/08/12 15:41:59.955, 447.77 W, 2085 MHz, 59
2026/08/12 15:42:00.455, 448.04 W, 2085 MHz, 60
2026/08/12 15:42:00.955, 448.34 W, 2077 MHz, 60
2026/08/12 15:42:01.455, 450.52 W, 2077 MHz, 60
2026/08/12 15:42:01.956, 450.33 W, 2077 MHz, 60
2026/08/12 15:42:02.456, 450.49 W, 2077 MHz, 60
2026/08/12 15:42:02.956, 450.57 W, 2077 MHz, 60
2026/08/12 15:42:03.456, 446.65 W, 2085 MHz, 60
2026/08/12 15:42:03.956, 446.95 W, 2077 MHz, 60
2026/08/12 15:42:04.456, 450.55 W, 2077 MHz, 60
2026/08/12 15:42:04.957, 450.93 W, 2077 MHz, 60
2026/08/12 15:42:05.457, 450.70 W, 2085 MHz, 60
2026/08/12 15:42:05.957, 450.71 W, 2085 MHz, 60
2026/08/12 15:42:06.457, 444.48 W, 2085 MHz, 60
2026/08/12 15:42:06.957, 444.31 W, 2085 MHz, 60
2026/08/12 15:42:07.457, 439.27 W, 2085 MHz, 60
2026/08/12 15:42:07.958, 437.92 W, 2085 MHz, 60
2026/08/12 15:42:08.458, 450.77 W, 2077 MHz, 60
2026/08/12 15:42:08.958, 451.00 W, 2077 MHz, 60
2026/08/12 15:42:09.458, 450.95 W, 2085 MHz, 60
2026/08/12 15:42:09.958, 427.78 W, 2077 MHz, 60
2026/08/12 15:42:10.458, 425.28 W, 2085 MHz, 60
2026/08/12 15:42:10.958, 451.02 W, 2085 MHz, 60
2026/08/12 15:42:11.458, 451.23 W, 2085 MHz, 60
2026/08/12 15:42:11.959, 451.32 W, 2085 MHz, 60
2026/08/12 15:42:12.459, 450.88 W, 2085 MHz, 60
2026/08/12 15:42:12.959, 434.97 W, 2085 MHz, 60
2026/08/12 15:42:13.459, 433.69 W, 2085 MHz, 60
2026/08/12 15:42:13.959, 451.14 W, 2085 MHz, 60
2026/08/12 15:42:14.459, 451.12 W, 2077 MHz, 60
2026/08/12 15:42:14.959, 451.11 W, 2077 MHz, 60
2026/08/12 15:42:15.460, 451.20 W, 2085 MHz, 60
2026/08/12 15:42:15.960, 446.99 W, 2077 MHz, 57
2026/08/12 15:42:16.460, 447.37 W, 2085 MHz, 60
2026/08/12 15:42:16.960, 447.60 W, 2085 MHz, 60
2026/08/12 15:42:17.460, 451.50 W, 2077 MHz, 60
2026/08/12 15:42:17.960, 451.40 W, 2085 MHz, 60
2026/08/12 15:42:18.460, 451.52 W, 2085 MHz, 60
2026/08/12 15:42:18.961, 451.51 W, 2085 MHz, 60
2026/08/12 15:42:19.461, 451.07 W, 2085 MHz, 60
2026/08/12 15:42:19.961, 450.94 W, 2085 MHz, 60
2026/08/12 15:42:20.461, 451.66 W, 2085 MHz, 60
2026/08/12 15:42:20.961, 451.77 W, 2085 MHz, 60
2026/08/12 15:42:21.461, 451.74 W, 2077 MHz, 60
2026/08/12 15:42:21.961, 451.60 W, 2085 MHz, 60
2026/08/12 15:42:22.461, 451.34 W, 2085 MHz, 60
2026/08/12 15:42:22.962, 451.24 W, 2085 MHz, 60
2026/08/12 15:42:23.462, 451.52 W, 2085 MHz, 60
2026/08/12 15:42:23.962, 451.99 W, 2085 MHz, 60
2026/08/12 15:42:24.462, 452.09 W, 2085 MHz, 60
2026/08/12 15:42:24.962, 451.83 W, 2085 MHz, 60
2026/08/12 15:42:25.462, 451.80 W, 2085 MHz, 60
2026/08/12 15:42:25.962, 451.53 W, 2085 MHz, 60
2026/08/12 15:42:26.463, 451.61 W, 2085 MHz, 60
2026/08/12 15:42:26.963, 451.72 W, 2077 MHz, 60
2026/08/12 15:42:27.463, 451.51 W, 2085 MHz, 60
2026/08/12 15:42:27.963, 451.65 W, 2085 MHz, 60
2026/08/12 15:42:28.463, 451.76 W, 2085 MHz, 60
2026/08/12 15:42:28.963, 449.75 W, 2085 MHz, 60
