2026/08/12 15:42:49.516, 571.84 W, 2332 MHz, 68
2026/08/12 15:42:50.016, 609.97 W, 2317 MHz, 68
2026/08/12 15:42:50.516, 602.85 W, 2310 MHz, 68
2026/08/12 15:42:51.016, 600.66 W, 2310 MHz, 68
2026/08/12 15:42:51.517, 600.03 W, 2310 MHz, 68
2026/08/12 15:42:52.017, 586.81 W, 2340 MHz, 68
2026/08/12 15:42:52.517, 592.11 W, 2325 MHz, 68
2026/08/12 15:42:53.017, 607.54 W, 2317 MHz, 68
2026/08/12 15:42:53.517, 602.30 W, 2310 MHz, 68
2026/08/12 15:42:54.017, 598.56 W, 2355 MHz, 68
2026/08/12 15:42:54.517, 601.34 W, 2325 MHz, 68
2026/08/12 15:42:55.017, 580.52 W, 2355 MHz, 68
2026/08/12 15:42:55.518, 577.47 W, 2325 MHz, 68
2026/08/12 15:42:56.018, 606.11 W, 2310 MHz, 68
2026/08/12 15:42:56.518, 602.00 W, 2310 MHz, 68
2026/08/12 15:42:57.018, 600.76 W, 2310 MHz, 68
2026/08/12 15:42:57.518, 600.01 W, 2310 MHz, 68
2026/08/12 15:42:58.018, 604.62 W, 2347 MHz, 68
2026/08/12 15:42:58.518, 607.03 W, 2317 MHz, 68
2026/08/12 15:42:59.019, 604.34 W, 2310 MHz, 68
2026/08/12 15:42:59.519, 601.22 W, 2310 MHz, 67
2026/08/12 15:43:00.019, 600.19 W, 2310 MHz, 67
2026/08/12 15:43:00.519, 601.73 W, 2310 MHz, 67
2026/08/12 15:43:01.019, 608.79 W, 2332 MHz, 68
2026/08/12 15:43:01.519, 609.83 W, 2317 MHz, 68
2026/08/12 15:43:02.019, 602.83 W, 2310 MHz, 67
2026/08/12 15:43:02.519, 600.85 W, 2310 MHz, 67
2026/08/12 15:43:03.020, 600.21 W, 2310 MHz, 67
2026/08/12 15:43:03.520, 569.81 W, 2332 MHz, 68
2026/08/12 15:43:04.020, 577.20 W, 2325 MHz, 67
2026/08/12 15:43:04.520, 608.28 W, 2317 MHz, 67
2026/08/12 15:43:05.020, 601.94 W, 2310 MHz, 67
2026/08/12 15:43:05.521, 600.63 W, 2310 MHz, 67
2026/08/12 15:43:06.021, 600.35 W, 2310 MHz, 67
2026/08/12 15:43:06.521, 573.58 W, 2355 MHz, 68
2026/08/12 15:43:07.021, 574.67 W, 2325 MHz, 67
2026/08/12 15:43:07.521, 605.23 W, 2317 MHz, 67
2026/08/12 15:43:08.021, 601.62 W, 2310 MHz, 67
2026/08/12 15:43:08.521, 600.35 W, 2310 MHz, 67
2026/08/12 15:43:09.021, 600.11 W, 2310 MHz, 67
2026/08/12 15:43:09.522, 603.79 W, 2347 MHz, 67
2026/08/12 15:43:10.022, 606.37 W, 2317 MHz, 67
2026/08/12 15:43:10.522, 603.62 W, 2310 MHz, 67
2026/08/12 15:43:11.022, 601.07 W, 2310 MHz, 67
2026/08/12 15:43:11.522, 600.31 W, 2310 MHz, 67
2026/08/12 15:43:12.022, 602.00 W, 2310 MHz, 67
2026/08/12 15:43:12.522, 608.99 W, 2332 MHz, 67
2026/08/12 15:43:13.023, 611.46 W, 2332 MHz, 67
2026/08/12 15:43:13.523, 609.49 W, 2332 MHz, 67
2026/08/12 15:43:14.023, 607.78 W, 2317 MHz, 67
2026/08/12 15:43:14.523, 602.84 W, 2310 MHz, 67
2026/08/12 15:43:15.023, 603.86 W, 2332 MHz, 67
2026/08/12 15:43:15.523, 608.37 W, 2332 MHz, 67
2026/08/12 15:43:16.023, 609.04 W, 2317 MHz, 67
2026/08/12 15:43:16.523, 602.79 W, 2310 MHz, 67
2026/08/12 15:43:17.024, 600.87 W, 2310 MHz, 67
2026/08/12 15:43:17.524, 600.39 W, 2310 MHz, 67
2026/08/12 15:43:18.024, 596.24 W, 2347 MHz, 67
2026/08/12 15:43:18.524, 599.98 W, 2325 MHz, 67
2026/08/12 15:43:19.024, 605.10 W, 2317 MHz, 67
2026/08/12 15:43:19.524, 601.58 W, 2310 MHz, 67
2026/08/12 15:43:20.025, 600.00 W, 2310 MHz, 67
2026/08/12 15:43:20.525, 599.92 W, 2310 MHz, 67
2026/08/12 15:43:21.025, 559.35 W, 2347 MHz, 67
2026/08/12 15:43:21.525, 565.73 W, 2317 MHz, 67
2026/08/12 15:43:22.025, 604.72 W, 2310 MHz, 67
2026/08/12 15:43:22.525, 601.53 W, 2310 MHz, 67
2026/08/12 15:43:23.025, 600.37 W, 2310 MHz, 67
2026/08/12 15:43:23.525, 594.71 W, 2310 MHz, 65
2026/08/12 15:43:24.026, 602.64 W, 2340 MHz, 67
2026/08/12 15:43:24.526, 604.71 W, 2317 MHz, 67
2026/08/12 15:43:25.026, 603.69 W, 2310 MHz, 67
2026/08/12 15:43:25.526, 601.34 W, 2310 MHz, 67
2026/08/12 15:43:26.026, 600.65 W, 2310 MHz, 67
2026/08/12 15:43:26.526, 603.73 W, 2332 MHz, 67
2026/08/12 15:43:27.026, 608.69 W, 2332 MHz, 67
2026/08/12 15:43:27.527, 607.13 W, 2317 MHz, 67
2026/08/12 15:43:28.027, 601.86 W, 2310 MHz, 67
2026/08/12 15:43:28.527, 600.55 W, 2310 MHz, 67
2026/08/12 15:43:29.027, 600.13 W, 2310 MHz, 67
2026/08/12 15:43:29.527, 578.67 W, 2347 MHz, 68
2026/08/12 15:43:30.027, 582.66 W, 2325 MHz, 67
2026/08/12 15:43:30.527, 605.17 W, 2317 MHz, 67
2026/08/12 15:43:31.028, 601.88 W, 2310 MHz, 67
2026/08/12 15:43:31.528, 600.27 W, 2310 MHz, 67
2026/08/12 15:43:32.028, 565.97 W, 2310 MHz, 64
